@relation clean_data_v2

@attribute WIND numeric
@attribute IND numeric
@attribute RAIN numeric
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric
@attribute MONTH numeric

@data
1.63,0,5.7,0,16.5,0,12,7.5,7
6.96,0,0.2,0,17,0,10.2,6,7
6.79,4,0,0,19.8,0,12,10.8,7
5.83,4,0,0,20.5,0,14.2,13,7
7.67,0,4.2,0,17.9,0,13,6.5,7
7.5,0,3.4,0,16.4,0,11.7,10.6,7
7.58,0,0.2,0,19.6,0,10,7,7
13.79,0,0,0,20,0,14.5,14.1,7
14.83,0,0.2,0,19.1,0,13,11.5,7
10.08,0,2,0,18,0,10.5,8,7
10.25,0,1.7,0,19.2,0,11.5,8.5,7
6.17,0,0.6,0,18.5,0,11.6,9.8,7
4.75,0,0.6,0,17.8,0,7.8,2.7,7
1.38,0,0,0,19.6,0,7,1.5,7
5.46,0,0,0,21.6,0,7.2,1.3,7
9.38,0,0,0,22.8,0,11.7,8,7
7.17,0,0,0,23.6,0,13.5,11,7
7.79,0,0.3,0,22.6,0,10,4.5,7
13.21,0,1.4,0,20.5,0,12.6,13.2,7
12.46,0,1.2,0,17.4,0,13.2,12.5,7
9.42,4,0,0,17.5,0,8.6,5.4,7
10.04,0,0.8,0,17,0,12,11,7
5.46,4,0,0,17.8,0,12.5,4.5,7
11.21,0,3.6,0,18,0,12,11.8,7
10.71,0,2.1,0,17.4,0,11,8.5,7
13.17,0,0.1,0,14.5,0,11.5,8.5,7
3.33,0,3.4,0,15.1,0,9.3,7.1,7
5.41,0,0,0,18.5,0,8,5.9,8
5.41,0,5.4,0,17,0,6.1,2.5,8
7.08,0,0.2,0,18.4,0,12,11.5,8
10.63,0,0,0,18.4,0,8.6,5.9,8
9.5,0,0.9,0,18.5,0,9,6.2,8
3.17,0,0.5,0,16.1,0,8.5,5,8
5.83,4,0,0,19.1,0,11.1,9.5,8
8.25,0,8,0,17.6,0,8.4,4.5,8
12.79,0,1.2,0,17.6,0,8.4,3.8,8
17.46,0,0.1,0,19.8,0,12,10.5,8
8.58,0,0.3,0,20,0,7.2,2.736547,8
6.54,0,15.6,0,20,0,13.6,14.4,8
9.67,0,5.5,0,17.8,0,13,12.5,8
2.88,0,2.6,0,16.8,0,9.8,6,8
4.17,0,0,2,20,0,6,0.5,8
8.87,0,0,0,23,0,8.8,3.7,8
7,0,0.2,0,20,0,16.8,15,8
3.08,0,0,0,19,0,12.6,2.736547,8
4.63,0,0.5,0,21.5,0,12.8,7.3,8
3.46,0,2,0,15.5,0,12.5,9,8
8.46,0,3.6,0,16.6,0,11.7,9,8
6.58,0,0,0,15.3,0,12,11.5,8
3.21,0,0,0,15.8,0,5,0.5,8
5.09,0,0,0,21.1,0,7,1,8
6.38,0,0,0,17.1,0,7.5,1.1,8
9.17,0,0,0,16.6,0,12.1,6.1,8
8.17,0,0,0,17.1,0,14,6.2,8
8.96,0,3.4,0,19.1,0,13.5,7,8
10.25,0,1.4,0,17.5,0,14.5,12.4,8
6.58,0,0.8,0,18.2,0,13.2,7.6,8
6.13,4,0,0,19.5,0,13,9.5,8
7.62,0,4,0,22,0,14.4,11.6,9
12.5,0,0.3,0,19.8,0,13.4,11,9
14.37,0,15.6,0,18.6,0,12,8,9
14.67,0,0.3,0,19.2,0,14,13,9
15.67,0,0,0,21.9,0,13.3,9.4,9
16.38,0,0,0,19,0,13.9,9.4,9
3.83,0,0,0,17.8,0,7,1.5,9
7.96,0,0,0,22.1,0,12.2,6.5,9
11.96,0,1.2,0,21.2,0,13.9,9.3,9
3.96,0,9.8,0,18.7,0,13.1,7,9
13.04,0,5.3,0,18.1,0,13.4,9.1,9
15.41,4,0,0,17,0,11.3,8.1,9
18.21,0,5.2,0,19,0,11,4,9
16.29,0,0,0,16,0,10.9,8,9
6.13,0,0.1,0,16.4,0,4.8,0.5,9
2.04,0,0,0,17.3,0,11.1,11,9
1.71,0,0.1,0,17.7,0,7,2.7,9
1.21,0,0,0,18,0,7.1,4.5,9
1.71,4,0,0,19.5,0,6.8,0.6,9
1.83,4,0,0,16.8,0,7.8,1.5,9
2.71,4,0,0,16.5,0,4.6,-2,9
3.63,4,0,0,15.4,0,12.5,5.5,9
2.33,4,0,0,18.6,0,4.4,2.736547,9
3.88,4,0,0,15.4,0,10.2,2.736547,9
1.87,0,0,0,16.6,0,10.6,2.736547,9
4.79,0,0,0,16.1,0,11.8,2.736547,9
3.88,0,1.2,0,16.6,0,10.7,2.736547,9
0.42,0,0.7,0,14.5,0,12.4,2.736547,9
2.33,0,16.5,0,15.8,0,12.4,8,9
4.25,0,0.9,0,14.6,0,9.1,5,10
4.33,0,8.2,0,15,0,7.5,2,10
21.29,0,13.1,0,10.7,0,9,2.8,10
17.79,0,0.2,0,11.7,0,8,3.5,10
7.58,0,14.9,0,14.3,0,8.5,4.5,10
9.71,0,4.2,0,17,0,11.4,6.2,10
2,0,9.9,0,14.3,0,7,-0.5,10
4.42,0,0,0,14.6,0,5.8,-1.5,10
3.79,0,3.2,0,13.4,0,5.6,-2.6,10
2.83,0,1.5,0,13.5,0,8.6,5.8,10
7.12,0,0.5,0,15.8,0,7.4,-1.6,10
13.17,0,22.9,0,14,0,8.2,0.5,10
4.75,0,3.2,0,14,0,7.8,2.9,10
2.83,0,0.2,0,15.4,0,5.2,5.8,10
5.79,0,0,0,12.8,0,8.4,-0.2,10
5.63,0,7,0,12.8,0,2.4,-6.6,10
11.96,0,26.7,0,13.9,0,4.6,0.6,10
10.13,0,9.7,0,13.3,0,7.9,2.9,10
5.88,0,0.3,0,12.7,0,9.5,2.4,10
8.5,0,0,0,13.5,0,8,0.5,10
9.67,0,0,0,13,0,8.5,-0.5,10
5.91,0,0.9,0,8.3,0,2.8,-1.5,10
8.12,0,0,0,10.5,0,1.3,-7.5,10
7.62,0,0,0,11.2,0,1.5,-1.9,10
6,0,0,0,12,0,3.4,0.4,10
11.08,0,0.3,0,10.9,0,2.1,-1.8,10
14.79,0,0,0,9.5,0,4,-3.6,10
7.75,0,0,0,9.8,0,5.1,-2,10
5.88,0,0,0,10.6,0,4.6,2.736547,10
5.46,0,0,0,10.6,0,3.5,-6.4,10
9.92,0,0.1,0,10.5,0,4.6,3.2,10
18.58,0,2.2,0,8.8,0,2.6,-5,11
13.79,0,0.6,0,8.2,2,4,-1,11
5.17,0,1.2,0,7.8,1,-0.5,-8,11
5.63,0,2.9,0,8.6,0,0.4,-3.8,11
17.67,0,7.2,0,9.2,0,1.5,2.736547,11
19.87,0,1.3,0,9.2,0,6,1,11
6.17,0,0,0,10,0,7.2,0.5,11
7.38,0,0,0,9.6,0,3.2,-1.5,11
8.71,0,0,0,9.3,0,0.7,-8.7,11
6.75,0,2.4,2,9,0,1.2,-8.3,11
7.96,4,0,0,11.3,0,0.1,-9.7,11
11.17,0,0.3,0,11.8,0,8.9,2.5,11
11.42,0,2.4,0,12.4,0,10.4,4,11
12.12,0,0.1,0,11.4,0,3.5,-5,11
21.87,0,0.3,0,6.9,0,4.8,3,11
13.92,0,0,0,7.9,0,2.4,-5.4,11
8.42,0,2.1,0,7.6,0,3,-6.1,11
2.92,0,0,0,8.6,0,2.8,-6.9,11
3.54,0,1.3,0,6.5,1,-2.2,2.736547,11
6.71,0,1,0,5.8,1,-2,2.736547,11
8.17,4,0,0,6.8,0,0.2,-5,11
5.33,0,1.3,0,5.4,1,-1.8,-11.6,11
7.96,0,0.1,0,7.2,1,-1.4,-9.5,11
12.12,0,0.6,0,10,0,1.2,-2.8,11
14.79,0,0.1,0,10.6,0,5.6,-3,11
16.75,0,2.4,0,9.8,0,2.5,-1,11
15.37,0,0,0,8.5,0,1.8,-5,11
19.38,0,4.7,0,9.1,0,0.7,-6.8,11
21.75,0,3.4,0,9.5,0,2.9,-3.6,11
14.5,0,0,0,6.3,0,0.3,-7,12
11.75,0,0,0,9.9,1,-1.1,-9.5,12
14.96,0,0.2,0,11.5,0,1.8,-7.4,12
12.21,0,0,0,8.5,0,3.5,-5.5,12
15.09,0,2.9,0,11.5,0,1.2,-7.9,12
14.58,0,0.2,0,10,2,5.1,0.4,12
11.21,0,4.7,0,9,0,0.5,-7.7,12
20.04,0,17.3,0,7.4,2,1,-0.6,12
13.33,0,2.6,0,5.6,0,4.8,0.4,12
9.87,0,7.7,0,11.2,0,0.5,-8,12
11.29,0,2,0,12.4,0,1.6,2.736547,12
14.25,4,0,0,9.8,0,2.2,-6.8,12
18.5,0,0.3,0,10.6,0,7.2,0,12
12.58,0,0,0,9.8,0,2.2,-6.8,12
17.16,0,0.1,0,10.4,0,2.4,-4.7,12
17.37,0,0.3,0,10.7,0,6.1,1.6,12
16.88,0,9.9,0,9.5,0,8.7,3.1,12
10.67,0,0,0,8.5,0,3.8,-0.6,12
4.96,0,0.1,0,9.6,1,-2.1,-11.9,12
10.41,0,5.7,0,10.6,1,-1.8,-3.2,12
9.67,0,0,2,9,0,4.3,-2.9,12
9.62,0,1.2,0,12.5,2,4,-1.5,12
16.5,0,3.3,0,11,0,8.2,1.5,12
5.25,0,3.6,0,9.4,0,2.6,-5.6,12
13.5,4,0,0,6.6,0,4,-3.5,12
11.38,4,0,0,5.8,0,2,-5.3,1
8.29,4,0,0,4.4,1,-2,2.736547,1
5.66,4,0,0,2.8,1,-2,2.736547,1
5.63,4,0,0,4.5,0,0.8,0.2,1
10.63,0,0,0,6.6,1,-1.4,-3,1
8.63,0,0.4,0,6,0,2.6,-1,1
6.34,0,0.6,0,4.2,0,1.2,2.736547,1
7.33,0,1.3,0,3.9,1,-2,-5.8,1
11,0,0,0,7.5,1,-2.1,-2,1
9.59,0,0,0,9,0,3.9,2.736547,1
9.54,0,0,0,8.9,0,6.3,2.6,1
9.96,0,0,0,7.5,0,3.4,-0.6,1
6.21,0,0,0,7.7,0,4.1,4,1
3.92,4,0,0,10.4,0,2.4,-1.8,1
7.75,0,1,0,8.5,0,5.2,-1.2,1
14.79,4,0,0,11.2,0,6,5,1
9,0,4,0,10.8,1,-0.8,-6.8,1
13.67,0,3.3,0,10,1,-0.5,2.736547,1
10.21,0,2.5,0,9.4,0,7,1.8,1
13.54,0,0,0,7.7,0,4.7,1.3,1
13.29,0,4.9,0,8.2,0,1.7,-4.3,1
10.08,0,0.6,0,8.4,0,1.5,-2.4,1
6.71,0,6.5,0,8.8,0,5,2.736547,1
11.79,0,1.9,0,9.7,0,6.5,3,1
7.75,0,6.1,0,12.5,1,-0.9,-7.5,1
12.38,4,0,0,13.4,0,0,2.736547,1
9.25,0,0.3,0,12,0,8,1.6,1
13.13,0,0,0,13,0,8.1,1.5,1
12.92,0,0,0,12,0,8.5,1,1
16.17,0,0.7,0,11.1,0,7.2,3.5,1
14.67,0,0,0,12.4,0,7.1,4.5,2
16.88,0,0.4,0,12.9,0,11,10,2
20.12,0,0.2,0,11.5,0,8.5,5.1,2
10,0,0,0,10.3,0,3.5,-1,2
9.96,4,0,0,9.1,0,1.1,-5.8,2
10.41,0,1.5,0,9.7,0,5.1,2.1,2
7.96,0,0,0,9.8,0,4.9,1,2
6.25,0,0.1,0,7.6,1,-1.1,-8.1,2
5.66,0,0,0,8.4,1,-1,-1,2
4.5,0,0,0,7.5,0,3.6,1.5,2
9.38,4,0,0,7.3,0,4,-0.9,2
11,4,0,0,7,0,0.4,-5.8,2
12.54,0,0,0,7.4,0,4.5,-1.2,2
14.62,0,1.6,0,6.4,0,2.1,-0.6,2
7.17,0,4,0,6.8,0,5,-2,2
4.54,0,0.1,0,8.5,1,-1.5,-8.2,2
10.5,0,5.2,0,8.8,1,-2,-9.4,2
19.08,0,0.7,0,8.2,0,4.4,0.6,2
14.83,0,6,0,6.8,0,3.6,0.2,2
16.17,0,0,0,9.4,0,3.1,-0.4,2
11.34,0,32.4,0,7.1,0,4.4,0.6,2
16.33,0,0,0,7.6,0,0.6,-1,2
15.09,0,1.9,0,9.6,0,2.4,-2,2
12.04,0,0.2,0,11.7,0,6.8,2.3,2
13.75,0,2.7,0,10.6,0,4.7,-0.5,2
22.08,0,17.5,0,11.6,0,4.3,-1.9,2
20.88,0,0.5,0,10,0,2.2,-0.6,3
21.92,0,0,0,11.1,0,5,1,3
18.71,0,0,0,11.4,0,6.5,3.8,3
14.71,0,0.2,0,13.2,0,7.9,4,3
15.46,0,0,0,13.4,0,6,1.4,3
19.17,4,0,0,11.8,0,8.2,4,3
16.75,0,0.2,0,12.8,0,9.2,8,3
9.25,0,5.8,0,11,0,4.6,-1.2,3
13.5,0,11.4,0,6.4,0,4.5,1.2,3
22.83,0,1.1,0,9.2,0,2.5,1.5,3
11.92,0,0,4,13.339123,0,2.2,-2.2,3
16.71,0,0.5,0,10.1,0,0.9,-6,3
22.29,0,0.8,0,13.9,0,4.9,5,3
17.92,0,0,0,9.9,0,4.2,-1,3
14.71,0,0.1,0,11.4,0,3.3,-1.8,3
17.08,0,0.2,0,11.4,0,6.9,3,3
19.95,0,0,0,12.4,0,6.7,1.5,3
17.21,0,0,0,11.9,0,5,-0.5,3
20.38,0,0,0,17,0,7.3,3.2,3
17.04,0,0.4,0,12,0,7.3,4,3
15.04,0,0.2,0,10.4,0,3.4,-1.5,3
16.29,0,0,0,11.7,0,4.4,-1.1,3
17.12,0,1,0,12.8,0,4.3,4.7,3
20.38,0,2.2,0,10.1,0,1.4,-3.6,3
19.62,0,0.8,0,8.7,0,1.5,-2.1,3
18.16,0,0.1,0,7.9,0,1.1,-1.2,3
15.09,0,1.2,0,8.6,0,0,-3.8,3
11.5,0,1.5,0,9.5,1,-1,-5.8,3
6.96,0,0,0,7.6,1,-0.2,-6,3
11.87,0,13,0,10.8,1,-2,-7.5,4
15.09,0,0.5,0,12.2,0,3.5,2.736547,4
13.54,0,0,0,11.7,0,5.6,2.2,4
15.83,0,0,0,11.9,0,8,4.9,4
19.67,0,0,0,12.9,0,8.5,5.6,4
18.54,0,0.3,0,12.5,0,4.3,-0.9,4
15.92,0,0,0,12,0,5.2,4.1,4
15.16,0,3.3,0,9.6,0,4.4,-0.5,4
18.05,0,0,0,9.9,0,4.5,5,4
17.12,0,0,0,8.8,0,6.1,3.7,4
11.83,0,0.2,0,10.3,0,5.9,3.1,4
7.79,0,0,0,10.6,0,5.3,4.2,4
8.71,0,0,0,11.4,0,5.9,0.6,4
4.54,0,0,0,11.2,0,1.3,-5.1,4
9.38,0,0,0,14.6,0,1.9,-4.9,4
6.29,0,0,0,19.1,0,6.9,0.5,4
12.79,0,0,0,16.6,0,9.4,1.5,4
7.08,0,0,0,14.4,0,4.8,-1.5,4
17.71,0,2.6,0,14.4,0,7.2,5.8,4
18.12,0,1.5,0,11.8,0,5.6,1,4
12.33,0,1.5,0,10.8,0,2.4,-2,4
10.88,0,3.2,0,14.6,0,1.5,-3.5,4
7.5,0,1.5,0,14.8,0,5,2.2,4
10.71,0,1.9,0,15.5,0,7.4,7.5,4
6.83,0,0,0,13.4,0,3,-2,4
9.38,0,1.4,0,14,0,8.5,6.3,4
7.38,0,0,0,14.1,0,5.3,-1.4,4
6.46,0,0,0,21,0,6.2,0.5,4
5.58,0,0,0,22.1,0,9.7,3,4
13.13,0,0.3,0,15.9,0,5.8,0.5,4
13.83,0,1.4,0,11.9,0,1.9,-1.5,5
8.75,0,0.4,0,9.9,0,0.1,-3.8,5
16.46,0,11.7,0,9.4,1,-2,-10.1,5
17.58,0,9.3,0,11.5,0,3.5,-2.6,5
15.29,0,0.6,0,13.7,0,6.5,2.2,5
9.21,0,1.9,0,13,0,8.2,2.5,5
9.29,0,2.3,0,12.6,0,2.9,-4.2,5
10.71,0,4,0,14.6,0,9,5.8,5
6.46,0,3.6,0,14.5,0,8.4,4.6,5
2.29,0,0.6,0,11.8,0,8.4,7,5
9.5,0,7.7,0,10.2,0,5.8,-0.1,5
12.71,0,15.4,0,11.4,0,6.6,3.4,5
12.67,0,7.2,0,8.9,0,8,7.4,5
9.83,0,4.8,0,9.8,0,7.8,7.4,5
15.09,0,12,0,7,0,6.5,5,5
7.79,0,2.1,0,8.7,0,5.5,4.5,5
8.5,0,0,0,10.8,0,6.5,5.1,5
9.5,0,3.7,0,12.9,0,1.6,-3.1,5
15.09,0,2.6,0,15,0,7.7,5.7,5
18.58,0,1,0,14.3,0,7.2,3.9,5
14.62,0,4.4,0,12.8,0,8.6,2.4,5
16.83,0,3.9,0,12.9,0,7.4,2.1,5
11.34,0,5.1,0,15.7,0,7.5,3.5,5
12.79,0,4.1,0,14.5,0,8.4,5.1,5
8.83,0,3.1,0,14,0,7.6,4.1,5
9,0,1.4,0,15.6,0,7.1,-0.4,5
3.63,0,2.9,0,12.9,0,4.9,-2.1,5
4.25,0,3.2,0,13.9,0,7.3,3.6,5
6.29,0,1.9,0,12.4,0,5.5,-1.5,5
2.83,4,0,0,15.6,0,9,6,5
4.79,0,0,0,18.4,0,5.8,0,5
3.88,4,0,0,17.2,0,7,1,6
5.09,4,0,0,17.4,0,11.4,8.2,6
10,0,0,0,19.8,0,13,9.4,6
8.75,4,0,0,19.4,0,12.8,12.2,6
10.88,0,1.6,0,19.1,0,8.2,2,6
16.38,0,0.4,0,21.5,0,12.6,10.8,6
8.67,0,2.3,0,16,0,7.9,3.6,6
6.13,0,0,0,16.3,0,11.2,2.736547,6
8.17,0,0,0,17,0,5.8,-1.5,6
3.92,0,0,0,18,0,11.5,8.8,6
5,0,0,0,18.2,0,6.6,0.1,6
4.96,0,0,0,17.4,0,12.8,2.736547,6
2.75,0,0,0,18.9,0,6.2,0,6
4.67,0,0,0,21.1,0,8.4,0.5,6
1.79,0,0,0,20.5,0,9,1.4,6
2.46,0,0,0,20.9,0,12.7,7.9,6
3.04,0,0,0,21.1,0,10.3,2.7,6
2.79,0,0,0,21.2,0,9.2,2.4,6
8.63,0,0.3,0,17.4,0,11.4,4.2,6
15.16,0,0.7,0,18.2,0,13.4,11,6
11.34,0,0.7,0,17.8,0,9.4,5,6
8.33,0,3.3,0,20.6,0,11.2,9,6
6.08,0,2.5,0,15,0,3.8,-2.6,6
7.92,4,0,0,19.8,0,11.2,8.8,6
6.21,0,0,0,16.8,0,8.4,0,6
3.54,0,0,0,18.5,0,9.4,4.4,6
5.37,0,0,0,19,0,11.1,7,6
14.42,0,0,0,23.8,0,14,7.8,6
12.17,0,0,0,18,0,14.9,9,6
6.5,0,0,0,18,0,6,-3,6
6,0,1.3,0,20.6,0,12,8,7
11.58,0,2.9,0,17.7,0,9.6,5.3,7
13.29,0,2.9,0,17.1,0,9.8,5.8,7
4.96,0,0,0,19.8,0,11.6,8.1,7
5.83,0,0,0,20.1,0,10.4,3.6,7
8.46,0,0.2,0,20.2,0,14.7,11.9,7
9.25,0,0.3,0,21,0,14.1,9.3,7
12.58,0,0,0,17.7,0,10.3,5.2,7
10,0,0,0,21.6,0,10.3,4,7
8.25,0,0.2,0,19,0,13.2,8.8,7
4.25,0,0.5,0,22.5,0,14.2,12.1,7
3.46,0,0,0,22,0,12.2,4.5,7
5.5,0,9.6,0,20.6,0,14.2,8.4,7
5,0,15.7,0,21.5,0,14.2,11.2,7
5.5,0,2.4,0,19.8,0,12.3,8.6,7
7.04,0,0.2,0,21,0,15,11.5,7
4.71,0,5,0,20,0,14.5,8.5,7
7.12,0,5.5,0,20.8,0,14.3,9.4,7
6.63,0,0.4,0,20,0,12.2,6.4,7
6.25,0,0.3,0,17.5,0,8.5,0.9,7
4.04,0,0,0,18,0,11.5,2.5,7
3.21,0,0,0,18.4,0,11.8,4,7
3.54,0,0,0,21.5,0,11.6,6.6,7
11.29,0,0.2,0,17.8,0,13.8,7.2,7
7.12,0,0.1,0,19.6,0,8.6,0.2,7
10.71,0,0.5,0,23,0,15,13.7,7
6.25,0,0,0,18.3,0,12.5,9.8,7
7.58,0,4.2,0,17.8,0,10.5,3.3,7
8.08,0,1.3,0,22.5,0,12.9,8.5,7
8.12,0,1.3,0,20.7,0,13.5,13,7
3.83,0,2.4,0,18.5,0,13.5,8.6,7
7.62,4,0,0,19.2,0,11,7.6,8
5.5,0,4.1,0,17.4,0,8.4,-0.1,8
11.46,0,1.2,0,17,0,10.4,4.4,8
11.71,0,2.1,0,15.4,0,7,1.4,8
6.71,0,0,0,17.7,0,4.4,-4.5,8
6.42,0,11,0,21.5,0,10.1,1.5,8
11.63,0,5.8,0,18.7,0,13,10.1,8
7.38,0,0.4,0,18.5,0,13.8,8.6,8
4.5,0,0,0,20,0,13.4,4.1,8
4.88,0,3.5,0,19.3,0,13.5,10.5,8
11.5,0,4.2,0,17.6,0,12.6,7.5,8
15.71,0,0,0,16,0,10.7,7.5,8
9.21,0,9.7,0,16.8,0,8.7,3,8
15.5,0,0.1,0,17,0,12.9,10.2,8
11.54,0,3.5,0,18.6,0,10.8,5.5,8
10.96,0,2.1,0,17.2,0,10.5,3,8
8.75,0,10.9,0,18,0,10.8,1,8
9.83,0,21.4,0,18.7,0,12.8,6.5,8
4.33,0,0,0,17,0,12,9.1,8
3.37,0,0,0,17.4,0,6.5,1.2,8
5.17,0,0,0,19,0,7,1.2,8
3.54,4,0,0,19.4,0,11.1,5.2,8
3.92,4,0,0,21.4,0,10,5.4,8
2.83,0,0,0,20.6,0,11.5,4.5,8
3.79,0,0,0,21.4,0,14.4,9.8,8
4.71,0,1,0,18.2,0,14,9,8
5.71,0,0,0,19.2,0,12.8,5.6,8
10.54,0,0,0,19,0,12.3,6.1,8
12.96,0,3.7,0,18.2,0,11,4,8
3.96,0,2.3,0,13.5,0,11.9,9.5,8
8.87,0,0.6,0,18.8,0,8.5,0.6,9
15,0,2.6,0,18,0,11,5.2,9
19.67,0,2.3,0,16.5,0,11.4,5.5,9
14.54,0,2,0,16.5,0,10.2,4.5,9
22.34,0,2.1,0,15.2,0,11,5.6,9
12.75,0,0.1,0,15.2,0,8.7,3.5,9
5.41,0,0,0,17.2,0,9.1,3.1,9
4.54,0,0,0,16,0,6.2,-2.3,9
5.79,0,8.1,0,18.5,0,6.2,-1.8,9
3.5,0,7.7,0,17.1,0,12.6,8.5,9
9.46,0,20,0,17.4,0,12.5,11.6,9
8.58,4,0,0,17.2,0,11.5,9,9
3.67,0,0,0,16.5,0,8,1,9
1.83,0,0,0,17.5,0,6.5,-1,9
2.96,0,0,0,19.2,0,6.2,-1.1,9
4.25,0,5.5,0,16.4,0,4.8,-1.2,9
9.62,0,16.6,0,15,0,12,5,9
10.08,0,2.5,0,15.8,0,7.8,1.5,9
11.46,0,1.5,0,14.5,0,9.2,3.8,9
9.33,0,1.2,0,16.4,0,9.8,5,9
7.83,0,0,0,16,0,5.6,-1.6,9
4.92,0,1.1,0,14.2,0,10,6.8,9
10.08,0,0.9,0,18,0,11.3,7,9
11,0,0.8,0,17.1,0,12.4,5,9
11.75,0,6.6,0,18.5,0,13.1,7.2,9
9.54,0,1.1,0,18,0,13.6,7,9
9.33,0,1.3,0,18.5,0,13,6.5,9
11.21,0,0,0,18.3,0,14,5,9
7.21,0,3.3,0,16,0,13.2,4.6,9
17.83,0,0,0,16.1,0,11,4.5,9
15.34,0,3.4,0,16.4,0,11.9,6.2,10
15.92,0,1,0,14.2,0,7.5,2.2,10
18,0,2.1,0,15.7,0,9,4.5,10
15.09,0,0,0,14,0,7.5,2,10
6.83,0,3.7,2,14.5,0,5.6,-3.5,10
13.46,0,15.9,0,17.6,0,9.2,7,10
15.5,0,0.5,0,17.4,0,12.2,6.6,10
11.38,0,1.7,0,17.5,0,11,4.4,10
14.58,0,3.1,0,17.3,0,12.5,12.4,10
4.42,0,1.1,0,13.7,0,9,2.8,10
10,0,1.1,0,12.2,0,9.1,0.5,10
8.38,0,0.3,0,15.4,0,5.5,-4.5,10
15.67,0,0.3,0,13.8,0,6.8,4.2,10
19.33,0,0.3,0,14.6,0,8.5,6.3,10
13.25,0,1.1,0,13.9,0,8.7,2.9,10
9.42,0,27.5,0,9.6,0,3.9,-4.5,10
16.21,0,0.9,0,10.3,0,4.7,-1.6,10
10.04,0,2.6,0,13.9,0,0.6,-7.5,10
14.29,0,1.2,0,14.9,0,4.3,0.5,10
14.42,0,0,0,14.5,0,10.4,2.7,10
7.38,0,0,0,12.3,0,6.4,-1.5,10
7.25,0,0,0,13.8,0,5.9,2.736547,10
11.71,0,0,0,14.5,0,9,0,10
10.34,0,1.3,0,15.2,0,5.8,-0.2,10
21.29,0,3.1,0,14.6,0,9.4,8,10
22,0,2.2,0,12.4,0,8,1.8,10
7.75,0,7.2,0,10.4,0,7.2,-0.8,10
11.79,0,0.5,0,9.5,0,2.4,-4.5,10
10.04,0,0,0,9.8,0,3.4,-3.4,10
8.29,0,11.5,0,9,0,2.6,-4.5,10
14.46,0,3.4,0,10,0,5,-2.5,10
11.29,0,19.7,0,9,0,0.2,-6.8,11
19.12,0,1.9,0,8.6,0,4.4,-2.5,11
10.67,0,0,0,9.2,0,3.5,-5,11
7.17,0,0,0,8.9,1,-2.5,-11.2,11
12.79,0,0,0,8.5,0,1.4,-6.4,11
10.34,0,5.9,0,7.6,0,1,-4.2,11
5.91,0,0,0,8.5,1,-0.1,-7.7,11
4.46,0,0.5,0,7.6,0,0.4,-6,11
10.83,0,0,0,9.5,0,1.9,0.1,11
12.54,0,0.6,0,12.8,0,4.6,-1.3,11
17.62,0,0.2,0,13.2,0,8.2,6.9,11
5.5,0,0,0,13.5,0,3.1,-3.5,11
12.38,0,1,0,13.2,0,5,3,11
14.92,4,0,0,9.6,0,6,0.5,11
14.58,4,0,0,8.8,0,2.8,-2.5,11
6.54,0,0,0,6.6,0,0,-7,11
2.17,0,0,0,7,1,-2.5,-9.8,11
2.71,0,0.2,0,10.6,1,-2.5,-4.8,11
0.58,0,0,0,10.3,0,2.4,1.6,11
3.83,0,0,0,10.2,0,6.9,0.1,11
4.25,0,0,0,9.8,0,6,-3.5,11
0.54,0,0,0,9.2,0,0,-6,11
3.42,0,5.5,0,9.5,0,1,-5.2,11
8.87,0,0,0,6.5,0,2.5,-2,11
9.29,0,1.5,0,9.1,1,-0.9,-8.5,11
11.08,0,1.2,0,11,0,0,2.736547,11
17.88,0,0,0,10.8,0,9,5,11
13.88,0,4.8,0,11.5,0,4.7,-0.3,11
11.29,0,0,0,12.1,0,5,-0.1,11
5.88,0,0,0,10.5,0,8,6.1,12
4.83,0,0,0,11.6,0,6.5,4.6,12
10.17,0,0.2,0,9.3,0,6.1,0.3,12
16.62,4,0,0,10.2,0,0,-0.4,12
19.75,0,1.9,0,11,0,6.4,5.8,12
12.25,0,1.2,0,5.2,0,3.5,-1,12
12.62,0,0.7,0,4.5,1,-0.5,-6.5,12
15.79,0,2.4,0,2,1,-2,-6,12
12.29,0,0,0,1.9,1,-3,-8.5,12
8.83,0,2.3,0,3,1,-4,-11,12
12.83,0,1.5,0,7.6,1,-3.5,-3.2,12
10.29,0,0.2,0,8.3,0,2.9,3.8,12
6.67,4,0,0,8.6,0,6.4,3.4,12
9.21,4,0,0,7.6,0,5.8,3.2,12
16.21,0,1.4,0,9.5,0,5.5,3.5,12
6.13,4,0,0,7.8,0,1.8,-4,12
1.63,0,0.4,0,5.4,1,-5.8,-10.8,12
8.04,0,9.5,0,8.1,1,-4,-6.2,12
10.34,0,0,0,7.2,2,5,4.5,12
10.58,0,1.6,0,11.9,0,3.6,-2,12
14.88,0,0.9,0,12.9,0,4.6,2.736547,12
18.41,0,6.6,0,14.3,0,7.3,6.1,12
18.88,0,1.6,0,12.7,0,10.1,6.5,12
14.17,0,2.3,0,10.6,0,6.5,2.6,12
19.25,4,0,0,8.3,0,6.2,2.3,12
10.08,0,1.4,0,10.4,0,3.4,2,12
16.13,0,0.1,0,11.4,0,4,2.736547,12
16.25,4,0,0,5.6,0,1.8,-1.8,12
